;original_title;budget;popularity;release_date;revenue;clear_genres
42866;Cruel Summer;0;0.693559;2016-08-27;0.0;Drama, Horror, Thriller
42867;The Sunshine Makers;0;0.787708;2015-11-01;0.0;Documentary
42868;The Lost City of Z;30000000;21.791111;2016-10-15;8574339.0;Action, Adventure, Drama, History
42869;Sleight;0;24.91169;2017-04-28;0.0;Drama, Thriller, Action, Science Fiction
42870;Guyver: Dark Hero;0;2.037617;1994-04-20;0.0;Science Fiction
42871;Robert Schimmel: Unprotected;0;0.454925;1999-01-01;0.0;Comedy
42872;Bill Maher: Be More Cynical;0;0.215474;2000-06-10;0.0;Comedy
42873;Denis Leary: No Cure for Cancer;0;1.602822;1993-01-12;0.0;Comedy
42874;Wyatt Cenac: Comedy Person;0;0.304543;2011-05-14;0.0;Comedy
42875;Nick Swardson: Seriously, Who Farted?;0;1.048636;2009-05-19;0.0;Comedy
42876;Jon Stewart: Unleavened;0;0.370562;1996-01-01;0.0;Comedy
42877;Triumph’s Election Special 2016;0;0.052958;2016-02-11;0.0;Comedy
42878;Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory;0;0.07299;2012-12-21;0.0;Comedy
42879;Pete Holmes: Nice Try, the Devil!;0;0.122692;2013-05-12;0.0;Comedy
42880;Kurt Braunohler: Trust Me;0;0.410664;2017-03-03;0.0;Comedy
42881;Moshe Kasher: Live in Oakland;0;0.121612;2012-10-26;0.0;Comedy
42882;Chris Hardwick: Mandroid;0;0.258357;2012-11-10;0.0;Comedy
42883;School's out;0;0.207775;2017-05-30;0.0;
42884;Rânia;0;0.050043;2012-01-29;0.0;
42885;School Dance;0;2.603625;2014-07-02;0.0;Comedy, Music
42886;Demain tout commence;0;17.181564;2016-12-07;1447740.0;Drama, Comedy
42887;Prohibition;0;1.433433;2011-10-02;0.0;Documentary
42888;Decadence and Downfall: The Shah of Iran's Ultimate Party;0;0.06783;2016-02-14;0.0;Documentary
42889;Buster's Mal Heart;0;2.796081;2017-04-28;73121.0;Mystery, Drama
42890;Tess of the D'Urbervilles;0;1.783157;2008-09-14;0.0;Drama
42891;2 Lava 2 Lantula!;0;1.655786;2016-08-06;0.0;Horror, Science Fiction, Thriller
42892;LD 50 Lethal Dose;0;0.862901;2003-02-23;0.0;Horror
42893;더 킹;0;0.925521;2017-01-18;0.0;Drama, Crime
42894;Suor Omicidi;0;1.449553;1979-05-09;0.0;Drama, Horror, Thriller
42895;Ghosts of Darkness;0;0.817407;2017-03-01;0.0;Horror
42896;Black Ice;0;0.235578;1994-01-01;0.0;
42897;世界から猫が消えたなら;0;0.773466;2016-05-14;0.0;Drama
42898;La montagne magique;0;0.40376;2015-07-08;0.0;
42899;Posrednik;0;1e-06;1990-01-01;0.0;
42900;Fish Heads;0;0.00335;1980-01-01;0.0;TV Movie, Music
42901;Power Rangers;100000000;23.247298;2017-03-23;142337240.0;Action, Adventure, Science Fiction
42902;Alien: Covenant;97000000;72.884078;2017-05-09;232380243.0;Horror, Science Fiction, Thriller
42903;Beata ignoranza;0;3.701125;2017-02-23;0.0;Comedy
42904;Bremer Freiheit;0;0.000308;1972-12-12;0.0;Drama
42905;Wildwechsel;0;0.737529;1973-01-09;0.0;Drama
42906;Free Fire;10000000;10.403003;2017-03-31;3565109.0;Action, Comedy, Crime, Thriller
42907;The Other Half;0;1.725625;2016-12-02;0.0;Drama, Romance
42908;Escape from Mars;0;0.436924;1999-03-25;0.0;Science Fiction
42909;Stranger in Our House;0;1.361976;1978-10-31;0.0;Horror, Thriller, TV Movie
42910;Fassbinders Welt am Draht - Blick voraus ins Heute;0;0.005884;2010-02-18;0.0;Documentary
42911;Shinjuku Boys;0;0.100415;1995-07-01;0.0;
42912;Angèle et Tony;0;0.73656;2011-01-26;0.0;Romance
42913;Ma'a al-Fidda;0;0.13276;2014-12-17;0.0;Documentary
42914;Austin to Boston;0;0.370551;2015-06-12;0.0;Documentary, Music
42915;Southern Fried Bigfoot;0;0.003752;2007-11-10;0.0;Documentary
42916;Zwischen zwei Kriegen;0;2.5e-05;1978-11-05;0.0;
42917;Deseo;0;1.526115;2012-11-23;0.0;Drama
42918;e-motion;0;0.345755;2013-01-01;0.0;Documentary
42919;Casting JonBenet;0;1.802299;2017-04-28;0.0;Documentary
42920;Django;0;2.251871;2017-04-26;0.0;Drama
42921;계춘할망;0;0.316267;2016-05-19;0.0;Family, Drama
42922;The Vessel;5000000;1.456857;2016-09-15;0.0;Drama
42923;Milton's Secret;0;0.570331;2016-09-30;0.0;Drama, Family
42924;God's Compass;0;0.077313;2016-04-21;0.0;Drama
42925;The Passion;0;0.12007;2016-03-20;0.0;Drama, Music
42926;Amy Schumer: The Leather Special;0;6.891989;2017-03-07;0.0;Comedy
42927;Dead Man Talking;0;1.397497;2012-10-03;0.0;Comedy, Drama
42928;The Man in 3B;0;0.671717;2015-11-06;0.0;Mystery
42929;Halloweed;0;1.114669;2016-10-18;0.0;Horror, Comedy
42930;Doctor's Orders;0;0.031773;1934-11-01;0.0;Comedy
42931;The Prince and the Pauper;0;0.01573;1962-03-11;0.0;
42932;Almost Angels;0;0.37851;1962-09-26;0.0;
42933;The Amorous Prawn;0;0.013822;1962-11-26;0.0;Comedy
42934;The Importance of Being Earnest;0;0.125014;1986-01-01;0.0;
42935;Miguel San Miguel;0;0.062805;2012-11-15;0.0;
42936;Wie man sieht;0;0.035521;1986-01-01;0.0;Documentary
42937;Tamam Mıyız?;0;1.574675;2013-11-29;0.0;Comedy, Drama
42938;Unutursam Fısılda;0;1.012721;2014-10-29;0.0;Music, Drama
42939;Saattokeikka;1500000;1.070002;2017-03-10;0.0;Comedy, Drama
42940;Slaves in Bondage;0;0.072976;1937-07-24;0.0;Drama
42942;Синдром Петрушки;2000000;0.158344;2015-11-05;0.0;Drama
42943;The Yellow Rolls-Royce;0;1.564403;1964-12-31;0.0;Comedy, Romance, Drama
42944;Der Fall Wilhelm Reich;0;0.288609;2013-01-17;0.0;Drama
42945;Next Floor;0;1.192509;2008-10-03;0.0;Comedy
42946;The Shaman;0;0.270095;2015-04-18;0.0;Thriller, Science Fiction, Drama
42947;The Scapegoat;0;0.759452;1959-08-06;0.0;Crime, Drama, Mystery, Thriller
42948;Un éléphant ça trompe énormément;0;3.12581;1976-09-22;0.0;Comedy
42949;リトルウィッチアカデミア 魔法仕掛けのパレード;625;1.464431;2015-07-03;0.0;Action, Animation, Fantasy, Comedy
42950;追憶編 Recollection or Reminiscence;0;1.857794;1999-01-01;0.0;Animation, Action, Adventure, Drama, Romance
42951;Sleepaway Camp II: Unhappy Campers;0;4.066053;1988-10-31;0.0;Horror, Comedy
42952;Penny Points to Paradise;0;0.110769;1951-01-01;0.0;Comedy
42953;A Day at the Beach;0;0.099567;1972-04-17;0.0;Drama, Foreign
42954;The Dinner;0;5.175311;2017-05-05;1323312.0;Drama, Thriller
42955;Wilde Maus;0;1.624783;2017-02-17;0.0;Comedy, Crime, Drama
42956;The Avenue;42000;0.151264;2017-01-01;0.0;Crime, Drama
42957;The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius;0;0.001247;2000-11-21;0.0;Documentary
42958;The Choirboys;0;0.29126;1977-12-23;0.0;Drama, Comedy, Crime
42959;The Most Fertile Man in Ireland;0;0.108591;2000-06-08;0.0;Comedy, Foreign
42960;Ngati;0;0.023569;1987-07-01;0.0;
42961;Jungle Cat;0;0.271123;1959-12-16;0.0;
42962;Arsenal;10000000;4.192948;2017-01-06;0.0;Action, Crime, Thriller
42963;2001: A Space Travesty;26000000;2.641696;2000-10-31;0.0;Comedy, Science Fiction
42964;Brink!;0;3.448862;1998-08-28;0.0;Drama
42965;Timecop 2: The Berlin Decision;0;1.415674;2003-09-30;0.0;Action, Science Fiction
42966;A Date for Mad Mary;0;1.082332;2016-09-02;0.0;Romance, Drama, Comedy
42967;Zona hostil;0;33.536359;2017-03-10;5000000.0;War
42968;Jim Norton: Mouthful of Shame;0;0.440622;2017-03-14;0.0;Comedy
42969;Epoch: Evolution;0;2.374621;2003-11-29;0.0;Action, Science Fiction, Thriller
42970;Epoch;0;6.421741;2001-11-24;0.0;Science Fiction
42971;Зоология;0;1.269667;2016-11-24;0.0;Fantasy, Drama
42972;From Straight A's to XXX;0;1.677614;2017-02-11;0.0;Drama
42973;Snapdragon;0;1.400527;1993-12-01;0.0;Romance, Thriller, Mystery
42974;Wallace & Gromit's Cracking Contraptions;0;1.090578;2002-10-15;0.0;Animation, Comedy
42975;Slove;7000000;0.796489;2011-02-21;0.0;Action, Thriller
42976;Rad;0;5.624953;1986-03-21;2015882.0;Drama, Family
42977;Dead Man's Folly;0;0.784587;1986-01-08;0.0;Crime, Drama, Thriller, Mystery
42978;Hüter meines Bruders;0;0.490325;2014-02-07;0.0;Drama
42979;Jaurès;0;0.083554;2012-02-11;0.0;History
42980;Gaea Girls;0;0.036471;2000-08-16;0.0;Documentary
42981;The Invisible Guardian;0;14.881223;2017-03-03;0.0;Thriller
42982;Haven;0;3.652969;2004-09-11;0.0;Drama, Crime
42983;Windwalker;0;1.178642;1980-12-12;18.0;Adventure, Drama, Western
42984;Born in China;0;7.709977;2017-04-21;0.0;Documentary
42985;Ein Atem;0;0.494586;2016-01-28;0.0;Drama
42986;Population Zero;0;0.939939;2016-04-26;0.0;Crime, Mystery, Thriller
42987;Poodle Springs;0;1.833439;1998-07-25;0.0;Mystery, Crime
42988;Gemini;0;0.703045;2017-03-12;0.0;Thriller
42989;Junior;0;0.008232;2011-01-01;0.0;Documentary
42990;Regen;0;0.726791;1929-12-14;0.0;Documentary
42991;Lily  & the Snowman;0;0.031236;2015-12-13;0.0;Animation
42992;Ma' Rosa;0;0.46882;2016-11-09;0.0;Drama
42993;Trevor Noah: Afraid of the Dark;0;0.995065;2017-02-21;0.0;Comedy
42994;The Barbarians;0;1.489798;1987-03-01;0.0;Fantasy, Adventure
42995;Kill Squad;0;0.016901;1982-06-01;0.0;Action, Drama
42996;Smash Palace;0;0.051346;1982-04-30;0.0;Drama, Foreign
42997;Icebreaker;0;0.609315;2000-01-01;0.0;Action, Adventure, Thriller
42998;The Tommyknockers;12;9.156782;1993-05-09;0.0;Horror, Science Fiction
42999;Jason and the Argonauts;30000000;1.765811;2001-01-07;0.0;Action, Adventure, Family, Fantasy
43000;Darkman III: Die Darkman Die;0;2.182588;1996-08-20;0.0;Action, Thriller, Science Fiction
43001;The Gingerdead Man;0;1.34144;2005-01-01;0.0;Fantasy, Horror, Comedy
43002;The Time Shifters;0;1.504521;1999-10-17;0.0;Science Fiction, Thriller, Action
43003;Inspector Gadget 2;12000000;10.923985;2003-03-11;0.0;Action, Adventure, Comedy, Family
43004;Species: The Awakening;3800000;9.6804;2007-10-02;0.0;Horror, Science Fiction, Thriller
43005;Species III;0;7.711755;2004-11-26;0.0;Science Fiction, Action, Horror
43006;Population 436;0;3.313662;2006-07-04;0.0;Drama, Horror, Mystery, Thriller
43007;Lilo & Stitch 2: Stitch has a Glitch;0;10.971661;2005-01-29;0.0;Animation, Comedy, Family
43008;The Stoned Age;0;2.207065;1994-12-05;0.0;Comedy
43009;Ultimate Avengers 2;0;11.443544;2006-08-08;7900000.0;Adventure, Animation, Action, Science Fiction
43010;Totally Awesome;0;0.492677;2006-11-07;0.0;Comedy
43011;Christmas Vacation 2: Cousin Eddie's Island Adventure;0;2.021284;2003-01-01;0.0;Comedy
43012;The Legend of Billie Jean;0;2.727843;1985-07-19;3099497.0;Action, Drama
43013;The Sandlot 2;0;2.695495;2005-05-03;0.0;Comedy, Family
43014;Introducing... Janet;0;0.550453;1981-01-01;0.0;
43015;Ali and Nino;0;1.921837;2016-01-27;0.0;Drama, Romance
43016;Thirst;0;1.795831;2016-08-02;0.0;Action, Thriller, Science Fiction
43017;Paris pieds nus;0;0.926642;2017-03-08;0.0;Comedy
43018;The Blue Butterfly;0;1.660018;2004-02-20;0.0;Adventure, Drama, Family
43019;Santo en Anónimo mortal;0;0.000136;1975-04-11;0.0;
43020;Madison County;0;0.836653;2012-05-08;0.0;Horror, Mystery, Thriller
43021;Flor marchita;0;0.00323;1969-07-03;0.0;
43022;The Field Mouse;0;0.001177;1941-12-26;0.0;
43023;Cleopatra's Palace: In Search of a Legend;0;0.001256;1999-01-01;0.0;Documentary
43024;Ghost Planes and the Mysteries of Flight 370;0;0.06329;2014-08-09;0.0;Documentary
43025;Los indolentes;0;0.0;1979-06-28;0.0;
43026;Red Water;0;1.012234;2003-08-17;0.0;Horror, Action, Thriller
43027;Cárcel de Mujeres;0;0.063012;1951-09-28;0.0;Drama
43028;Lærkevej - Til døden os skiller;0;0.498383;2012-02-02;0.0;Mystery, Comedy, Drama
43029;Casi treinta;0;0.163508;2013-10-04;0.0;Comedy
43030;El amor no es ciego;0;0.001248;1950-04-04;0.0;Romance, Drama
43031;El Viaje de la Nonna;0;0.077519;2008-02-07;0.0;Comedy
43032;Las cosas del querer;0;0.002538;1989-01-01;0.0;Drama, War
43033;Pulp: a Film About Life, Death & Supermarkets;0;1.009893;2014-03-09;0.0;Music, Documentary
43034;Russkaya Igra;0;1.22821;2007-10-04;0.0;Comedy
43035;Everyone's Going to Die;0;0.058801;2013-03-10;0.0;
43036;Mulholland Dr.;0;4.215811;1999-01-01;0.0;Thriller, TV Movie, Drama, Mystery
43037;Dave Chappelle: The Age of Spin;0;2.520099;2017-03-21;0.0;Comedy
43038;David Bowie: The Last Five Years;0;1.559615;2017-01-07;0.0;Music, Documentary
43039;Sameblod;0;0.908945;2017-01-20;0.0;Drama
43040;Syysprinssi;0;0.249619;2016-10-14;0.0;Drama
43041;Blood Rage;0;10.405166;1987-06-01;0.0;Horror
43042;Momoiro sora o;0;0.011637;2012-01-25;0.0;Drama
43043;The Evil Within;4000000;2.559746;2017-06-13;0.0;Horror
43044;Space Mutiny;0;1.311115;1988-01-01;0.0;Romance, Adventure, Science Fiction
43045;Harmonia;0;0.043605;2016-07-11;0.0;
43046;Streit's: Matzo and the American Dream;0;0.020034;2015-03-20;0.0;History, Documentary, Family
43047;The Last Laugh;0;0.315939;2016-04-18;0.0;Documentary
43048;25 April;0;0.139972;2015-09-15;0.0;Documentary
43049;Secreto Matusita;300000;0.122363;2014-09-18;0.0;Horror, Mystery, Thriller
43050;La coupure;0;4.737858;2006-09-13;0.0;Drama, Romance
43051;Enemies with Benefits;20000;1.304156;2016-01-15;0.0;Comedy
43052;Plein sud;0;0.854655;2009-12-30;0.0;Drama
43053;Sam hoi tsam yan;0;1.104995;2008-06-12;0.0;Fantasy, Thriller
43054;The Last Word;0;7.248414;2017-03-03;1783421.0;Comedy, Drama
43055;Aventure Malgache;0;0.593997;1944-01-01;0.0;War
43056;Encounter at Raven's Gate;0;0.05143;1988-12-01;0.0;Fantasy, Drama, Thriller, Science Fiction
43057;CHiPS;25000000;12.238061;2017-03-23;26800152.0;Action, Comedy, Crime
43058;Table 19;5000000;8.645067;2017-01-20;3305592.0;Comedy, Drama
43059;Going in Style;25000000;15.157255;2017-04-06;84618541.0;Crime, Comedy, Drama
43060;Bokeh;0;6.165126;2017-03-24;0.0;Drama, Science Fiction, Thriller
43061;Alibi.com;0;9.09546;2017-02-15;222430.0;Comedy
43062;Island in the Sky;0;6.285648;1953-09-05;0.0;Adventure, Drama
43063;Dave Chappelle: Deep in the Heart of Texas;0;2.162462;2017-03-21;0.0;Comedy
43064;Red Nightmare;0;0.001188;1962-02-11;0.0;Drama, Science Fiction
43065;All Nighter;0;5.541765;2017-03-10;0.0;Comedy
43066;Monsieur & Madame Adelman;0;4.319959;2017-03-08;0.0;Romance, Drama, Comedy
43067;Winstanley;0;0.002317;1976-01-01;0.0;Drama
43068;9 Dalmuir West;0;0.001178;1962-12-07;0.0;Documentary
43069;Leave to Remain;0;1.107268;2013-10-11;0.0;Drama
43070;Hercules;0;1.567626;1983-08-12;10676194.0;Action, Adventure, Fantasy
43071;Memórias Póstumas;0;0.270305;2001-08-17;0.0;Drama, Comedy
43072;Didi, o Cupido Trapalhão;0;0.429906;2003-04-27;0.0;Romance, Comedy, Family
43073;아리랑;0;0.86294;2011-05-13;0.0;Documentary
43074;The Batman Shootings;0;0.194085;2012-08-19;0.0;Documentary, History
43075;10 Days in a Madhouse;1200000;1.034954;2015-11-20;0.0;Drama
43076;Deidra & Laney Rob a Train;0;2.487073;2017-01-23;0.0;Drama, Comedy, Crime
43077;Leben - BRD;0;0.03529;1990-02-09;0.0;Documentary
43078;Dumbland;0;1.182522;2002-03-18;0.0;
43079;Carnage: Swallowing the Past;0;1.336149;2017-03-19;0.0;Science Fiction, Comedy, Documentary
43080;Boys of Abu Ghraib;0;2.597221;2014-03-15;0.0;Drama, War, Thriller
43081;ए फ़्लाइंग जट्ट;0;1.428806;2016-08-25;0.0;Fantasy, Action, Adventure
43082;Nebel im August;8000000;3.379405;2016-09-29;0.0;Drama
43083;A.D. The Bible Continues;0;0.023268;2015-04-05;0.0;
43084;The Lost World of Communism;0;0.075294;2009-03-14;0.0;Documentary
43085;Päätalo;1531604;0.040018;2008-09-27;0.0;Romance, Drama
43086;Shooters;0;0.420283;2001-11-17;0.0;Action, Crime, Foreign, Thriller
43087;A tiro limpio;0;0.037258;1963-09-02;0.0;Crime
43088;Confessions of an Eco-Terrorist;0;0.207871;2011-01-01;0.0;Documentary
43089;The Fatal Glass of Beer;0;0.366676;1933-03-03;0.0;Comedy
43091;Cleopatra;0;0.142542;1912-11-13;0.0;Drama, History
43092;The Most Hated Woman in America;0;5.969528;2017-03-24;0.0;Crime, Drama
43093;Videogramme einer Revolution;0;0.245602;1992-08-13;0.0;Documentary
43094;ஓ காதல் கண்மணி;940000;0.739665;2015-04-17;5100000.0;Drama, Family, Romance
43095;Nayakan;0;0.014463;1987-07-01;0.0;Drama, Action, Foreign
43096;The Secret Game;0;0.010377;1917-12-03;0.0;Drama
43097;Apex: The Story of the Hypercar;0;0.407232;2016-03-29;0.0;Documentary
43098;Gettin' In;0;0.115668;2012-10-17;0.0;Comedy
43099;Vine of the Soul: Encounters with Ayahuasca;0;0.191046;2010-07-23;0.0;Documentary
43100;Swashbuckler;0;5.519702;1976-01-01;0.0;Adventure, Action, Comedy
43101;Bitter Harvest;20000000;3.573865;2017-02-23;557241.0;War, Drama, History, Romance
43102;People You May Know;0;0.149655;2016-07-07;0.0;Comedy, Drama
43103;All You Need is Love - Meine Schwiegertochter ist ein Mann;0;0.567095;2009-11-03;0.0;Romance, Comedy, Drama
43104;You Should Meet My Son!;0;0.573313;2010-10-31;0.0;Comedy, Family
43105;Esteros;0;1.164059;2016-05-27;0.0;Comedy, Drama, Romance
43106;Novatos;0;0.281774;2015-10-05;0.0;Drama
43107;Eating Out;50000;1.954508;2004-02-14;0.0;Comedy
43108;Eating Out 2: Sloppy Seconds;0;2.665564;2006-01-01;0.0;Comedy, Romance
43109;Eating Out: All You Can Eat;0;2.227403;2009-10-09;0.0;Comedy
43110;A Esperança é a Última Que Morre;0;1.012104;2015-09-03;0.0;Comedy
43111;A cambio de nada;0;1.474889;2015-05-08;0.0;Drama
43112;Monster Pies;0;0.782851;2013-04-10;0.0;Drama, Romance
43113;Mulligans;0;1.631885;2008-01-01;0.0;Drama
43114;Rock Haven;0;0.986431;2007-06-21;0.0;Drama, Romance
43115;John Apple Jack;0;0.057986;2013-11-29;0.0;Romance, Comedy
43116;Triple Crossed;41000;1.526916;2013-11-12;0.0;Mystery, Thriller
43117;En Forelskelse;0;0.407417;2008-04-29;0.0;
43118;Come non detto;0;2.374266;2012-09-07;0.0;Comedy
43119;Vengeance: A Love Story;0;6.533244;2017-03-16;0.0;Action, Thriller
43120;Arbeiter verlassen die Fabrik;0;0.148929;1995-01-01;0.0;
43121;The Amazing Truth About Queen Raquela;400000;0.038876;2008-03-07;5255.0;Documentary, Drama
43122;Princesa;0;0.001188;2001-06-01;0.0;Drama, Foreign, Romance
43123;명왕성;0;0.838756;2012-10-05;0.0;Drama
43124;Turk 182!;1900000;1.411286;1985-02-15;0.0;Action, Comedy, Drama
43125;조용한 가족;0;2.428;1998-04-25;0.0;Horror, Comedy
43126;勇士之门;0;7.231992;2016-11-18;0.0;Action, Adventure
43127;El bar;0;20.720113;2017-03-24;0.0;Horror, Thriller, Comedy
43128;Vulcania;0;0.157839;2015-10-16;0.0;Science Fiction, Thriller
43129;A Bullet for Pretty Boy;0;0.000603;1970-07-15;0.0;Action, Drama, Crime, Thriller
43130;Tie qi men;0;0.596252;1980-02-01;0.0;Action, Drama
43131;Caprice;0;2.237834;2015-02-27;0.0;Comedy, Romance
43132;Aurélie Laflamme: Les pieds sur terre;0;0.357328;2015-04-24;0.0;Comedy
43133;Nativity 3: Dude, Where's My Donkey?!;0;1.048552;2014-11-14;0.0;Comedy
43134;7:35 de la mañana;0;0.47098;2003-01-01;0.0;
43135;The Story of the Kelly Gang;0;0.290549;1906-12-26;0.0;History, Action, Drama, Crime
43136;Deadly Revenge;0;0.202736;2013-12-15;0.0;Thriller
43137;That's Not Us;0;0.390489;2015-06-21;0.0;Drama
43138;Les êtres chers;0;0.422852;2015-08-12;0.0;Drama
43139;Middle Man;0;2.554282;2017-06-09;0.0;Drama, Comedy, Crime, Thriller
43140;ДМБ;0;1.601712;2000-03-31;0.0;Comedy
43141;Galgameth;0;0.156223;1997-08-05;0.0;
43142;My Little Princess;0;3.336273;2011-06-29;0.0;Drama
43143;Пластилиновая ворона;0;0.513269;1981-12-31;0.0;Animation
43144;Закрытые пространства;0;0.153447;2008-08-14;0.0;Comedy, Drama
43145;RRRrrrr!!!;17820000;9.482248;2004-01-28;14054361.0;Comedy
43146;판도라;0;5.131904;2016-12-07;0.0;Thriller, Drama, Action
43147;Song For a Raggy Boy;0;1.675184;2003-01-19;0.0;Drama, Romance
43148;Старик и море;0;2.295286;1999-07-03;0.0;Animation, Drama
43149;One Hundredth of a Second;0;0.1779;2006-08-21;0.0;Drama, War
43150;Человек-амфибия;0;1.372162;1962-01-03;0.0;Adventure, Science Fiction, Romance
43151;Небо. Самолёт. Девушка.;0;0.518078;2002-09-02;314195.0;
43152;Жестокость;0;0.387757;2007-05-17;0.0;
43153;Замок;0;0.69635;1994-01-01;0.0;Drama
43154;Бой с Тенью;3500000;0.768181;2005-03-05;8262833.0;Action
43155;Miles;0;1.269793;2017-06-09;0.0;Drama
43156;Smurfs: The Lost Village;60000000;16.972835;2017-03-23;197183546.0;Adventure, Animation, Comedy, Family
43157;The Discovery;0;6.803535;2017-03-31;0.0;Drama, Romance, Science Fiction, Thriller
43158;Is That a Gun in Your Pocket?;0;1.045741;2016-09-16;0.0;Comedy
43159;Big Jato;0;0.086442;2015-09-19;0.0;
43160;Rejected;0;3.50564;2000-07-25;0.0;Animation, Comedy
43161;Viceroy's House;0;16.153534;2017-03-03;0.0;Drama, History
43162;地球[テラ]へ...;0;0.144113;1980-04-25;0.0;Animation, Adventure, Action, Science Fiction
43163;Весна на Заречной улице;0;0.593318;1956-11-26;0.0;Romance
43164;嫌疑人X的献身;0;0.24807;2017-03-31;0.0;Mystery, Thriller
43165;The Zookeeper's Wife;20000000;13.655178;2017-03-31;13162475.0;Drama, History
43166;Max et les ferrailleurs;0;0.989599;1971-02-17;0.0;Thriller
43167;Окраина;0;0.183471;1998-10-04;0.0;Drama
43168;Дикое поле;0;0.224777;2008-09-05;0.0;Drama
43169;Yoroi: Samurai zombie;0;0.040003;2008-06-30;0.0;Horror, Action, Foreign
43170;Mangue Negro;0;0.61256;2008-07-28;0.0;Horror
43171;Murder in Three Acts;0;1.18855;1986-09-30;0.0;Crime, Drama, Mystery
43172;Female Fight Club;2000000;3.796019;2017-03-16;0.0;Drama, Action
43173;Ithaca;5000000;3.820453;2015-10-29;0.0;Drama
43174;La Bionda;0;0.0;1993-03-12;0.0;
43175;All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone;0;0.121433;2016-11-04;0.0;Documentary
43176;À mon âge, je me cache encore pour fumer;0;3.589741;2016-11-05;0.0;
43177;Louise en hiver;0;0.468728;2016-11-23;0.0;Animation
43178;The Bed-Sitting Room;0;1.728397;1969-06-01;0.0;Drama, Comedy
43179;L'espoir;0;0.387337;1945-06-12;0.0;War, Drama
43180;Senki szigete;0;0.017349;2014-10-16;0.0;Romance, Comedy
43181;Lone Wolves;0;1.094645;2016-12-13;0.0;Action, Science Fiction
43182;Julie & Jack;0;0.081995;2003-01-01;0.0;Romance, Science Fiction
43183;The Kids Are Alright;2000000;1.653741;1979-06-24;0.0;Documentary, Music
43184;Eloise;0;5.271207;2017-02-03;0.0;Horror, Mystery, Thriller
43185;Die kommenden Tage;8900000;0.726752;2010-11-04;0.0;Drama, Science Fiction
43186;Gifted;7000000;16.025911;2017-04-12;37461045.0;Drama
43187;Ataúd blanco: El juego diabólico;0;1.03082;2016-07-21;0.0;Thriller, Horror, Action
43188;Brave Miss World;0;0.023867;2013-12-13;0.0;Documentary
43189;Born to Race: Fast Track;0;2.634423;2014-03-20;0.0;Action
43190;Band of Brothers;125000000;7.903731;2001-09-09;0.0;Action, Drama, War
43191;Hornblower: Loyalty;0;1.094773;2003-01-05;0.0;Adventure, Drama, War
43192;Teen Titans: The Judas Contract;0;17.086618;2017-03-22;0.0;Science Fiction, Animation, Action
43193;The Champions;0;0.262433;2015-11-06;0.0;Documentary
43194;Going Under;0;0.982345;2004-10-21;0.0;Drama
43195;Milling the Militants;0;0.002307;1913-03-31;0.0;
43196;Johanneksen leipäpuu;0;0.001676;1994-05-02;0.0;
43197;Louis C.K. 2017;0;4.296455;2017-04-04;0.0;Comedy
43198;De Premier;0;1.304871;2016-10-26;0.0;Thriller
43199;24;10000000;1.264714;2016-05-05;15000000.0;Action, Science Fiction, Thriller
43200;X: The Unheard Music;0;0.387414;1986-03-01;0.0;Music, Documentary
43201;Neitoperho;0;0.039117;1997-01-01;0.0;Drama, Thriller
43202;Cantábrico: Los dominios del oso pardo;0;0.436657;2017-03-31;0.0;Documentary
43203;Un lugar en el mundo;0;1.155347;1992-04-09;0.0;Action, Drama
43204;Habibie & Ainun;0;0.344795;2012-12-19;0.0;Drama
43205;The Wild Women of Wongo;0;0.599872;1958-01-01;0.0;Adventure, Comedy, Fantasy
43206;Aftermath;10500000;10.150041;2017-04-06;3451.0;Drama, Thriller
43207;Beware! The Blob;0;0.978293;1972-06-21;0.0;Comedy, Science Fiction, Horror
43208;Dræberne fra Nibe;0;1.049864;2017-01-12;0.0;Comedy, Crime, Drama
43209;Type O Negative: After Dark;0;0.002307;1998-01-01;0.0;Music
43210;サイドウェイズ;0;0.056422;2009-10-31;0.0;Foreign, Comedy, Romance
43211;Dwa ognie;0;0.032325;2010-10-13;0.0;Drama, Romance, Thriller
43212;The Making of 'The Bridge on the River Kwai';0;0.483056;2000-01-01;0.0;Documentary
43213;The Baker;0;11.041444;2007-02-09;0.0;Comedy, Crime
43214;The Secret Scripture;0;13.177741;2016-11-04;152761.0;Drama
43215;Жил-был пёс;0;1.981912;1982-01-01;0.0;Animation, Comedy, Family
43216;The Bigfoot Project;0;0.530821;2017-04-04;0.0;Comedy
43217;The Case for Christ;0;3.674827;2017-04-07;0.0;Drama
43218;1 Mile to You;0;1.668699;2017-04-07;0.0;Drama, Romance
43219;Spark: A Space Tail;0;10.348612;2017-04-14;116873.0;Adventure, Animation, Comedy, Family, Science Fiction
43220;Everything, Everything;10000000;12.108048;2017-05-19;0.0;Drama, Romance
43221;Diary of a Wimpy Kid: The Long Haul;22000000;28.176992;2017-05-19;40120144.0;Comedy, Family
43222;Félicité;0;0.318809;2017-03-29;0.0;Drama
43223;Dr. Syn, Alias the Scarecrow;0;1.452854;1963-12-06;0.0;Adventure, Family
43224;Twin Peaks: Fire Walk with Me - The Missing Pieces;0;3.027874;2014-07-29;0.0;TV Movie, Thriller, Drama, Crime
